Name,Name_C,Type,District,State,Established,Majority_Ethnic,Majority_Dialect,X,Y,Notes
Ayer Hitam,亚依淡,Kampung Baru Tradisional,Batu Pahat,Johor,1952,Chinese,,103.18301,1.91374,
Kangkar Bahru,新港,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,Foochow,103.12355,2.06371,
Lam Lee,南利,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,Foochow,103.04598,2.09413,
Parit Raja,巴力拉惹,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,,103.1179,1.86813,
Parit Sulong,巴力士隆,Kampung Baru Tradisional,Batu Pahat,Johor,1952,Chinese,,102.88282,1.97587,
Parit Yaani,巴力安尼,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,,103.0239,1.95165,
Rengit,龙引,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,Hokkien,103.14525,1.6801,
Semerah,圣模那,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,,102.7825,1.88331,
Senggarang,新加兰,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,Hokkien,103.0523,1.74912,
Sri Gading,四加亭,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,,103.03044,1.85416,
Sri Medan,铁山,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,Hokkien,102.95638,1.98371,
Tongkang Pechah,中江,Kampung Baru Tradisional,Batu Pahat,Johor,1954,Chinese,Hokkien,102.95545,1.91891,
Yong Peng,永平,Kampung Baru Tradisional,Batu Pahat,Johor,1950,Chinese,Foochow,103.06362,2.01457,
Kangkar Senangar,港脚（张厝港）,Kampung Baru Rangkaian,Batu Pahat,Johor,,Chinese,,102.883,2.02659,
Minyak Beku,米那务固（海口）,Kampung Baru Rangkaian,Batu Pahat,Johor,,Chinese,,102.90553,1.80138,
Panchor,班卒,Kampung Baru Rangkaian,Batu Pahat,Johor,,Chinese,Teochew,103.003,1.86702,
Parit Buloh,巴力务鲁,Kampung Baru Rangkaian,Batu Pahat,Johor,,Chinese,Hokkien,102.98936,1.88998,
Sin Lik,新立村,Kampung Baru Rangkaian,Batu Pahat,Johor,,Chinese,Kwongsai,103.14353,2.07092,
Bagan / Parit Besar,峇眼大巴力,Kampung Bagan,Batu Pahat,Johor,,Chinese,Hokkien,102.8502,1.84296,
Segenting,石文丁,Kampung Bagan,Batu Pahat,Johor,,Chinese,Hokkien,102.89324,1.7845,
Ban Foo,万孚,Kampung Baru Tradisional,Johor Bahru,Johor,1950,Chinese,Hakka,103.8538,1.56709,
Gelang Patah,振林山,Kampung Baru Tradisional,Johor Bahru,Johor,1950,Chinese,,103.58948,1.45079,
Kangkar Pulai,江加埔来,Kampung Baru Tradisional,Johor Bahru,Johor,1950,Chinese,Hakka,103.59386,1.55715,
Kangkar Tebrau,陈厝港,Kampung Baru Tradisional,Johor Bahru,Johor,1951,Chinese,,103.75846,1.53586,
Lima Kedai,五间店,Kampung Baru Tradisional,Johor Bahru,Johor,1950,Chinese,,103.61698,1.50231,
Masai,马西（李厝港）,Kampung Baru Tradisional,Johor Bahru,Johor,1952,Chinese,"Teochew, Hakka",103.88329,1.49109,
Pandan,班兰,Kampung Baru Tradisional,Johor Bahru,Johor,1950,Chinese,Hakka,103.7667,1.52732,
Plentong,避兰东（郑厝港）,Kampung Baru Tradisional,Johor Bahru,Johor,1950,Chinese,Hakka,103.82266,1.52423,
Skudai,士姑来,Kampung Baru Tradisional,Johor Bahru,Johor,1950,Chinese,,103.65987,1.53757,
Ulu Choh,乌鲁槽,Kampung Baru Tradisional,Johor Bahru,Johor,1950,Chinese,,103.54556,1.53309,
Ulu Tiram,乌鲁地南,Kampung Baru Tradisional,Johor Bahru,Johor,1951,Chinese,,103.81768,1.59958,
Kempas Baru,甘拔士峇鲁,Kampung Baru Rangkaian,Johor Bahru,Johor,,Chinese,,103.70505,1.52877,
Ungku Mohsin,翁姑慕申,Kampung Baru Rangkaian,Johor Bahru,Johor,,Chinese,,103.73904,1.51341,
Tampoi,淡杯,Kampung Baru Rangkaian,Johor Bahru,Johor,,Chinese,,103.70283,1.49986,
Chamek,占美,Kampung Baru Tradisional,Kluang,Johor,1949,Chinese,Hokkien,103.23871,2.13994,
Kahang,加亨,Kampung Baru Tradisional,Kluang,Johor,1952,Chinese,Hokkien,103.54156,2.21365,
Kampung Gajah,佳雅,Kampung Baru Tradisional,Kluang,Johor,1952,Chinese,,103.39361,2.10389,
Kampung Paya,甘光巴野,Kampung Baru Tradisional,Kluang,Johor,1950,Chinese,"Hokkien, Hakka",103.33556,2.04222,
Layang-Layang,拉央拉央,Kampung Baru Tradisional,Kluang,Johor,1952,Chinese,,103.47757,1.81562,
Machap,吗什,Kampung Baru Tradisional,Kluang,Johor,1952,Chinese,,103.26278,1.88278,
Niyor,梁站,Kampung Baru Tradisional,Kluang,Johor,1954,Chinese,,103.27917,2.09472,
Paloh,巴罗,Kampung Baru Tradisional,Kluang,Johor,1952,Chinese,Hokkien,103.19654,2.19175,
Renggam,令金,Kampung Baru Tradisional,Kluang,Johor,1951,Chinese,,103.39919,1.88964,
Simpang Renggam,新邦令金,Kampung Baru Tradisional,Kluang,Johor,1952,Chinese,,103.30889,1.825,
Seri Lalang,实里拉龙,Kampung Baru Tradisional,Kluang,Johor,1952,Chinese,"Hakka, Cantonese",103.25306,1.99389,
Sungai Sayong,双溪沙翁,Kampung Baru Tradisional,Kluang,Johor,1950,Chinese,,103.37333,1.9225,
"Batu 24, Kahang",加亨廿四碑村,Kampung Baru Rangkaian,Kluang,Johor,,Chinese,Foochow,103.55461,2.23064,
Central Paloh,圣德巴罗村,Kampung Baru Rangkaian,Kluang,Johor,,Chinese,,103.21917,2.17528,
Dato' Abdul Rahman Yassin,九皇爷村,Kampung Baru Rangkaian,Kluang,Johor,,Chinese,Hakka,103.33769,2.01772,
Gunung Lambak,君隆南峇（霸王村）,Kampung Baru Rangkaian,Kluang,Johor,,Chinese,,103.32945,2.02338,
Senda,星打村,Kampung Baru Rangkaian,Kluang,Johor,,Chinese,,103.40239,1.89021,
Yap Tau Sah,叶陶沙村,Kampung Baru Rangkaian,Kluang,Johor,,Chinese,Hakka,103.32778,2.01694,
Pasir Gogok,巴西高谷,Kampung Baru Tradisional,Kota Tinggi,Johor,1952,Chinese,Hakka,104.10078,1.41925,
Sungai Rengit,四湾岛,Kampung Baru Tradisional,Kota Tinggi,Johor,1952,Chinese,Hokkien,104.22213,1.35033,
Teluk Sengat,南亚港,Kampung Baru Tradisional,Kota Tinggi,Johor,1952,Chinese,"Teochew, Hainanese",104.0318,1.5621,
Batu 2 Jalan Lombong,龙望路二条石村,Kampung Baru Rangkaian,Kota Tinggi,Johor,,Chinese,,103.89106,1.75165,
Lukut Cina,卢骨支那,Kampung Baru Rangkaian,Kota Tinggi,Johor,,Chinese,,103.91051,1.74447,
Kota Kecil,小哥打,Kampung Baru Rangkaian,Kota Tinggi,Johor,,Chinese,,103.90469,1.74087,gazetted 2022
Tai Hong,泰丰港,Kampung Baru Rangkaian,Kota Tinggi,Johor,,Chinese,,103.85748,1.7385,gazetted 2022
Air Bemban,亚逸文满（廿九碑）,Kampung Baru Tradisional,Kulai,Johor,1950,Chinese,Hakka,103.48466,1.69883,
Bukit Batu,武吉峇都,Kampung Baru Tradisional,Kulai,Johor,1950,Chinese,,103.44379,1.73408,
Kelapa Sawit,加拉巴沙威（廿六碑）,Kampung Baru Tradisional,Kulai,Johor,1950,Chinese,Hakka,103.53051,1.67143,
Kulai,古来,Kampung Baru Tradisional,Kulai,Johor,1950,Chinese,Hakka,103.6006,1.6585,
Saleng,沙令（十七碑）,Kampung Baru Tradisional,Kulai,Johor,1950,Chinese,Hakka,103.63385,1.62975,
Sedenak,士年纳,Kampung Baru Tradisional,Kulai,Johor,1951,Chinese,,103.52666,1.71063,
Seelong,泗隆,Kampung Baru Tradisional,Kulai,Johor,1951,Chinese,Hakka,103.69536,1.6301,
Senai,士乃,Kampung Baru Tradisional,Kulai,Johor,1950,Chinese,Hakka,103.64204,1.60048,
Sengkang,新港,Kampung Baru Tradisional,Kulai,Johor,1950,Chinese,Hakka,103.57212,1.68872,
Kampung Hubung,好旺村,Kampung Baru Tradisional,Mersing,Johor,1951,Chinese,,103.64679,2.62293,
Jemaluang,三板头（任罗宏）,Kampung Baru Tradisional,Mersing,Johor,1951,Chinese,"Cantonese, Hakka",103.8569,2.2769,
Mersing Kecil,小丰盛,Kampung Baru Tradisional,Mersing,Johor,1952,Chinese,,103.83926,2.42404,
Endau,兴楼,Kampung Bagan,Mersing,Johor,,Chinese,Teochew,103.62626,2.65046,
Bukit Bakri,巴口,Kampung Baru Tradisional,Muar,Johor,1950,Chinese,,102.65703,2.04383,
Bukit Kepong,武吉哈逢,Kampung Baru Tradisional,Muar,Johor,1950,Chinese,,102.83196,2.34558,
Bukit Mor,武吉摩,Kampung Baru Tradisional,Muar,Johor,1950,Chinese,,102.66192,1.97492,
Bukit Pasir,武吉巴西,Kampung Baru Tradisional,Muar,Johor,1952,Chinese,,102.63956,2.09644,
Lenga,岭嘉（五条）,Kampung Baru Tradisional,Muar,Johor,1951,Chinese,Teochew,102.8153,2.27413,
Pagoh,巴莪,Kampung Baru Tradisional,Muar,Johor,1952,Chinese,,102.76985,2.14994,
Panchor,班卒,Kampung Baru Tradisional,Muar,Johor,1951,Chinese,Hokkien,102.71244,2.1716,
Parit Jawa,巴冬,Kampung Baru Tradisional,Muar,Johor,1950,Chinese,,102.64482,1.9585,
Bakri Barat,巴口西区,Kampung Baru Rangkaian,Muar,Johor,,Chinese,,102.66691,2.04566,
Jalan Daud,六马路,Kampung Baru Rangkaian,Muar,Johor,,Chinese,,102.57339,2.0422,
Parit Bakar,巴力峇九,Kampung Baru Rangkaian,Muar,Johor,,Chinese,,102.60542,2.00278,
Sabak Awor,沙巴莪,Kampung Baru Rangkaian,Muar,Johor,,Chinese,,102.56566,2.0803,
Simpang Jeram,二南,Kampung Baru Rangkaian,Muar,Johor,,Chinese,,102.61384,2.04974,
Pekan Nanas,北干那那,Kampung Baru Tradisional,Pontian,Johor,1952,Chinese,,103.5113,1.5088,
Permas Kukup,龟咯山顶,Kampung Baru Rangkaian,Pontian,Johor,,Chinese,,103.45824,1.33659,
Ayer Baloi,亚逸峇礼,Kampung Bagan,Pontian,Johor,,Chinese,,103.33596,1.58961,
Ayer Masin,咸水港,Kampung Bagan,Pontian,Johor,,Chinese,"Hokkien, Teochew",103.4429,1.33209,
Benut,文律,Kampung Bagan,Pontian,Johor,,Chinese,,103.2587,1.6438,
Kukup Laut,龟咯港脚,Kampung Bagan,Pontian,Johor,,Chinese,Hokkien,103.44259,1.3242,
Batu Anam,峇都安南,Kampung Baru Tradisional,Segamat,Johor,1950,Chinese,,102.70912,2.57268,
Bekok,彼咯,Kampung Baru Tradisional,Segamat,Johor,1951,Chinese,Hokkien,103.13199,2.29685,
Bukit Siput,武吉仕砵（红牌）,Kampung Baru Tradisional,Segamat,Johor,1950,Chinese,Hakka,102.84775,2.48538,
Buloh Kasap,巫罗加什,Kampung Baru Tradisional,Segamat,Johor,1951,Chinese,Hokkien,102.76514,2.54978,
Chaah,三合港,Kampung Baru Tradisional,Segamat,Johor,1951,Chinese,Hakka,103.04413,2.24857,
Gemas Bahru,金马士峇鲁（大港）,Kampung Baru Tradisional,Segamat,Johor,1951,Chinese,,102.6265,2.58461,
Jementah,利民达,Kampung Baru Tradisional,Segamat,Johor,1952,Chinese,,102.68753,2.43985,
Kampung Abdullah,亚罗拉,Kampung Baru Tradisional,Segamat,Johor,1951,Chinese,,102.82714,2.50367,
Kampung Tengah,甘榜登雅,Kampung Baru Tradisional,Segamat,Johor,1950,Chinese,Hokkien,102.82714,2.52996,
Labis,拉美士,Kampung Baru Tradisional,Segamat,Johor,1952,Chinese,,103.02188,2.38976,
Pekan Air Panas,阿逸班那（热水湖）,Kampung Baru Tradisional,Segamat,Johor,1952,Chinese,,103.05276,2.4709,
Pekan Jabi,北根也美,Kampung Baru Tradisional,Segamat,Johor,1950,Chinese,Hokkien,102.8089,2.53378,
Sungai Karas,双溪加叻,Kampung Baru Tradisional,Segamat,Johor,1952,Chinese,,103.03839,2.35543,
Kampung Kwongsai,广西村,Kampung Baru Rangkaian,Segamat,Johor,,Chinese,Kwongsai,102.92277,2.4783,
Kampung Sawah Padi Tenang,丁能田芭村,Kampung Baru Rangkaian,Segamat,Johor,,Chinese,,102.95515,2.47381,
Kampung Tambang Batu 7,东猛新村,Kampung Baru Rangkaian,Segamat,Johor,,Chinese,Hokkien,102.74256,2.63757,
Bekoh,木阁,Kampung Baru Tradisional,Tangkak,Johor,1950,Chinese,Hokkien,102.51995,2.34979,
Bukit Gambir,武吉甘蜜,Kampung Baru Tradisional,Tangkak,Johor,1951,Chinese,Hokkien,102.65673,2.21051,
Bukit Kangkar,武吉港脚,Kampung Baru Tradisional,Tangkak,Johor,1952,Chinese,Hokkien,102.55582,2.1722,
Grisek,玉射,Kampung Baru Tradisional,Tangkak,Johor,1951,Chinese,,102.7053,2.20967,
Kebun Baru,居本峇鲁,Kampung Baru Tradisional,Tangkak,Johor,1951,Chinese,Hokkien,102.6846,2.39255,
Kundang Ulu,坤兰乌汝,Kampung Baru Tradisional,Tangkak,Johor,1951,Chinese,Hokkien,102.7695,2.23541,
Sagil,砂益,Kampung Baru Tradisional,Tangkak,Johor,1950,Chinese,Cantonese,102.61182,2.30793,
Serom,实廊,Kampung Baru Tradisional,Tangkak,Johor,1952,Chinese,Hokkien,102.58309,2.16199,
Sungai Mati,利丰港,Kampung Baru Tradisional,Tangkak,Johor,1952,Chinese,,102.56485,2.14854,
Tangkak,东甲,Kampung Baru Tradisional,Tangkak,Johor,1952,Chinese,,102.54288,2.26927,
Asahan Sialang Relau,亚沙汉锡兰月佬,Kampung Baru Rangkaian,Tangkak,Johor,,Chinese,Hokkien,102.544,2.3917,
Kampung Batu 10,十支村,Kampung Baru Rangkaian,Tangkak,Johor,,Chinese,,102.5546,2.191,
Belemang,文林望,Kampung Baru Rangkaian,Tangkak,Johor,,Chinese,Hokkien,102.61981,2.15276,
Parit Bunga,巴力文莪,Kampung Baru Rangkaian,Tangkak,Johor,,Chinese,"Teochew, Hokkien",102.54997,2.07636,
Pekan Rawang,呀旺,Kampung Baru Rangkaian,Tangkak,Johor,,Chinese,,102.55641,2.12338,
Sengkang Batu 19,新港十九支,Kampung Baru Rangkaian,Tangkak,Johor,,Chinese,,102.6804,2.26312,
Kampung Teratai,莲花村,Kampung Baru Rangkaian,Tangkak,Johor,,Chinese,,102.72307,2.33594,
Kejai,基锐,Kampung Baru Tradisional,Baling,Kedah,1950,Chinese,Teochew,100.72948,5.55104,
Kampung Lalang,甘光拉兰,Kampung Baru Tradisional,Baling,Kedah,1950,Chinese,Hokkien,100.89493,5.79034,
Kuala Ketil,瓜拉吉底,Kampung Baru Tradisional,Baling,Kedah,1950,Chinese,Teochew,100.65078,5.60428,
Kuala Pegang,瓜拉不干,Kampung Baru Tradisional,Baling,Kedah,1950,Chinese,,100.80964,5.63603,
Kupang,居邦,Kampung Baru Tradisional,Baling,Kedah,1950,Chinese,,100.84412,5.63689,
Tawar,打活,Kampung Baru Tradisional,Baling,Kedah,1950,Chinese,Hakka,100.77293,5.59571,
Bagan Samak,峇眼三目,Kampung Baru Tradisional,Bandar Baharu,Kedah,1952,Chinese,Teochew,100.55926,5.09082,
Selama,司南马,Kampung Baru Tradisional,Bandar Baharu,Kedah,1952,Chinese,Teochew,100.68264,5.23349,
Serdang (Ee Guan),西岭（怡源）,Kampung Baru Tradisional,Bandar Baharu,Kedah,1952,Chinese,Teochew,100.61552,5.20695,
Lubok Buntar,吕蒙文打,Kampung Baru Rangkaian,Bandar Baharu,Kedah,,Chinese,Teochew,100.59042,5.13964,
Kilang Tebu,蔗芭村,Kampung Baru Rangkaian,Kota Setar,Kedah,,Chinese,Teochew,100.34499,6.1138,
Simpang Empat,十字港,Kampung Baru Rangkaian,Kota Setar,Kedah,,Chinese,Teochew,100.38195,6.02436,
Bedong,美农,Kampung Baru Tradisional,Kuala Muda,Kedah,1952,Chinese,Teochew,100.5098,5.72977,
Bukit Selambau,武吉士南卯,Kampung Baru Tradisional,Kuala Muda,Kedah,1950,Chinese,Teochew,100.63396,5.68256,
Gurun,莪仑,Kampung Baru Tradisional,Kuala Muda,Kedah,1954,Chinese,Teochew,100.47723,5.80856,
Jeniang,仁岭,Kampung Baru Tradisional,Kuala Muda,Kedah,1950,Chinese,,100.63125,5.814,
Merbok,傌莫,Kampung Baru Tradisional,Kuala Muda,Kedah,1953,Chinese,Hokkien,100.41371,5.72179,
Padang Lembu,巴东伦武（牛场）,Kampung Baru Tradisional,Kuala Muda,Kedah,1950,Chinese,Teochew,100.53594,5.8413,
Semeling,新文英（锡米岭）,Kampung Baru Tradisional,Kuala Muda,Kedah,1952,Chinese,,100.47227,5.70129,
Sungai Lalang,双溪拉兰,Kampung Baru Tradisional,Kuala Muda,Kedah,1952,Chinese,,100.51491,5.69823,
Changlun,樟仑,Kampung Baru Tradisional,Kubang Pasu,Kedah,1952,Chinese,,100.42773,6.42759,
Junjong,三巴央,Kampung Baru Tradisional,Kulim,Kedah,1952,Chinese,Hakka,100.53394,5.30169,
Karangan,加拉岸,Kampung Baru Tradisional,Kulim,Kedah,1952,Chinese,Hakka,100.66719,5.42078,
Kelang Lama,老火较,Kampung Baru Tradisional,Kulim,Kedah,1952,Chinese,,100.56694,5.38893,
Kilang Sago,硕莪廊,Kampung Baru Tradisional,Kulim,Kedah,1952,Chinese,,100.55145,5.37107,
Lunas,鲁乃,Kampung Baru Tradisional,Kulim,Kedah,1952,Chinese,,100.5341,5.43112,
Mahang,麻坑,Kampung Baru Tradisional,Kulim,Kedah,1952,Chinese,Teochew,100.74817,5.32073,
Padang Serai,巴东色海,Kampung Baru Tradisional,Kulim,Kedah,1952,Chinese,,100.55592,5.51096,
Sungai Karangan,双溪加拉岸,Kampung Baru Tradisional,Kulim,Kedah,1952,Chinese,,100.61403,5.51697,
Sungai Kob,双溪谷,Kampung Baru Tradisional,Kulim,Kedah,1952,Chinese,,100.64356,5.4268,
Bukit 6 (Bukit Lada),六支碑村（顺安）,Kampung Baru Rangkaian,Kulim,Kedah,,Chinese,Hokkien,100.54111,5.43688,
Bukit Besar,新港,Kampung Baru Rangkaian,Kulim,Kedah,,Chinese,Teochew,100.55389,5.34611,
Naka,纳卡,Kampung Baru Tradisional,Padang Terap,Kedah,1952,Siamese,N/A,100.67315,6.13778,
Tanjong Thai (Pedu),柏鲁,Kampung Baru Tradisional,Padang Terap,Kedah,1952,Siamese,N/A,100.69478,6.23038,
Pokok Sena,波各先那,Kampung Baru Tradisional,Pokok Sena,Kedah,1951,Chinese,,100.51828,6.17173,
Kura,古拉,Kampung Baru Tradisional,Sik,Kedah,1952,Siamese,N/A,100.66742,5.94612,
Nami,南美,Kampung Baru Tradisional,Sik,Kedah,1952,Malay,N/A,100.77815,6.05028,
Balai,峇莱,Kampung Baru Rangkaian,Bachok,Kelantan,,Chinese,Hokkien,102.37103,6.10889,
Jelawat,日拉哇,Kampung Baru Rangkaian,Bachok,Kelantan,,Chinese,Hokkien,102.37541,6.01184,
Bertam,柏丹,Kampung Baru Tradisional,Gua Musang,Kelantan,1952,Malay,N/A,102.04711,5.14528,
Gua Musang,话望生,Kampung Baru Tradisional,Gua Musang,Kelantan,1952,Chinese,Hakka,101.96349,4.88337,
Batu Papan,峇都巴板,Kampung Baru Rangkaian,Gua Musang,Kelantan,,"Malay, Chinese",Hakka,101.94741,4.84209,
Dusun Pulai,布赖,Kampung Baru Rangkaian,Gua Musang,Kelantan,,Chinese,Hakka,101.94389,4.79041,
Gemang Baru,新金马,Kampung Baru Tradisional,Jeli,Kelantan,1952,Malay,N/A,101.86505,5.76194,
Seberang Jeli,日里,Kampung Baru Tradisional,Jeli,Kelantan,1952,Malay,N/A,101.83233,5.69618,
Kalai,加莱,Kampung Baru Tradisional,Jeli,Kelantan,1952,Malay,N/A,101.74614,5.75057,
Kuala Balah,瓜拉巴辣,Kampung Baru Tradisional,Jeli,Kelantan,1952,Malay,N/A,101.91077,5.44143,
Kubur Datu,古墓峇诛,Kampung Baru Tradisional,Jeli,Kelantan,1952,Malay,N/A,101.89281,5.51198,
Legeh,叻嘉,Kampung Baru Tradisional,Jeli,Kelantan,1952,Malay,N/A,101.89997,5.7502,
Lubok Bungor,鲁伯布裹,Kampung Baru Tradisional,Jeli,Kelantan,1952,Malay,N/A,101.88454,5.5636,
Chepa,仄保华人村,Kampung Baru Tradisional,Kota Bharu,Kelantan,1952,"Malay, Chinese",Hokkien,102.29492,6.09927,
Teluk Kandis,直落甘地,Kampung Baru Tradisional,Kota Bharu,Kelantan,1952,"Malay, Chinese",Hokkien,102.21156,6.04738,
Tokong,赤脚,Kampung Baru Tradisional,Kota Bharu,Kelantan,1952,Chinese,Hokkien,102.20771,5.94676,
Kampung Cina,唐人坡,Kampung Baru Rangkaian,Kota Bharu,Kelantan,,Chinese,Hokkien,102.23515,6.14187,
Pauh Lima,保利莫（暹村）,Kampung Baru Rangkaian,Kota Bharu,Kelantan,,Chinese,Hokkien,102.32734,6.01089,
Aur Duri,奥都理,Kampung Baru Rangkaian,Kota Bharu,Kelantan,,Chinese,Hokkien,102.16286,6.02381,
Sering,实令,Kampung Baru Rangkaian,Kota Bharu,Kelantan,,Chinese,Hokkien,102.32707,6.13999,
Dabong,达蓬,Kampung Baru Tradisional,Kuala Krai,Kelantan,1952,Malay,N/A,102.00877,5.37686,
Guchil,古吉,Kampung Baru Tradisional,Kuala Krai,Kelantan,1952,Malay,N/A,102.19857,5.54949,
Karangan,卡浪安,Kampung Baru Tradisional,Kuala Krai,Kelantan,1952,Malay,N/A,102.25681,5.31365,
Kemubu,格姆布,Kampung Baru Tradisional,Kuala Krai,Kelantan,1952,Malay,N/A,102.01722,5.29898,
Kuala Gris,瓜拉格里斯,Kampung Baru Tradisional,Kuala Krai,Kelantan,1952,Malay,N/A,102.06144,5.38922,
Laloh,拉罗,Kampung Baru Tradisional,Kuala Krai,Kelantan,1951,Malay,N/A,102.27231,5.30793,
Manek Urai,玛力勿莱,Kampung Baru Tradisional,Kuala Krai,Kelantan,1950,Malay,N/A,102.23489,5.39031,
Manjor,曼佐,Kampung Baru Tradisional,Kuala Krai,Kelantan,1952,Malay,N/A,102.25241,5.33123,
Pahi,柏希,Kampung Baru Tradisional,Kuala Krai,Kelantan,1951,Malay,N/A,102.22187,5.47157,
Pemberian,本柏里安,Kampung Baru Tradisional,Kuala Krai,Kelantan,1950,Malay,N/A,102.24873,5.33531,
Telekong,德勒贡,Kampung Baru Tradisional,Kuala Krai,Kelantan,1950,Malay,N/A,102.21233,5.65841,
Batu Jong,峇都钟,Kampung Baru Rangkaian,Kuala Krai,Kelantan,,Chinese,Hokkien,102.18082,5.5889,
Kampung Cina Chekok Tok Cuba,督祖巴,Kampung Baru Rangkaian,Machang,Kelantan,,Chinese,Hokkien,102.20117,5.86544,
Kampung Joh,甘榜佐（柔村）,Kampung Baru Rangkaian,Machang,Kelantan,,Chinese,Hokkien,102.1793,5.83888,
Mata Air,马达亚逸,Kampung Baru Rangkaian,Machang,Kelantan,,Chinese,Hokkien,102.1854,5.87586,
Temangan,东马岸,Kampung Baru Rangkaian,Machang,Kelantan,,Chinese,Hokkien,102.1508,5.70258,
Kasar,卡沙村（江沙村）,Kampung Baru Rangkaian,Pasir Mas,Kelantan,,"Malay, Chinese",Hokkien,102.16887,6.04963,
Pasir Parit,巴西巴力,Kampung Baru Rangkaian,Pasir Mas,Kelantan,,Chinese,Hokkien,102.19208,5.91654,
Tendong,登龙,Kampung Baru Rangkaian,Pasir Mas,Kelantan,,Chinese,Hokkien,102.20677,6.05751,
Seligi,西里基,Kampung Baru Rangkaian,Pasir Puteh,Kelantan,,Malay,N/A,102.31928,5.84791,
Selising,士里幸,Kampung Baru Rangkaian,Pasir Puteh,Kelantan,,Malay,N/A,102.33293,5.89512,
Semerak,士美腊（实姆乐）,Kampung Baru Rangkaian,Pasir Puteh,Kelantan,,Malay,N/A,102.49639,5.87259,
Kelisar,哥利沙,Kampung Baru Tradisional,Tanah Merah,Kelantan,1955,Malay,N/A,101.9883,5.7831,
Jelatok,日拉督,Kampung Baru Rangkaian,Tanah Merah,Kelantan,,Chinese,Hokkien,102.16313,5.83072,
Pasir Panji,巴西班宜,Kampung Baru Rangkaian,Tanah Merah,Kelantan,,Chinese,Hokkien,102.14195,5.7727,
Pulau Raya,桃花岛,Kampung Baru Rangkaian,Tanah Merah,Kelantan,,Chinese,Hokkien,102.17178,5.84048,
Kok Seraya,哥斯拉雅,Kampung Baru Rangkaian,Tumpat,Kelantan,,Chinese,Hokkien,102.16324,6.16059,
Kulim,古林,Kampung Baru Rangkaian,Tumpat,Kelantan,,Chinese,Hokkien,102.19142,6.11158,
Air Panas,热水湖,Kampung Baru Tradisional,Kuala Lumpur,Kuala Lumpur,1950,Chinese,,101.718,3.1885,
Jinjang,增江,Kampung Baru Tradisional,Kuala Lumpur,Kuala Lumpur,1950,Chinese,"Hakka, Cantonese",101.6617,3.2086,
Salak Selatan,沙叻秀,Kampung Baru Tradisional,Kuala Lumpur,Kuala Lumpur,1950,Chinese,Hakka,101.70386,3.089,
Lendu (Air Bemban),林鲁（雅逸旺满）,Kampung Baru Tradisional,Alor Gajah,Melaka,1950,Chinese,Hakka,102.17105,2.35745,
Machap Baru,马接峇汝,Kampung Baru Tradisional,Alor Gajah,Melaka,1950,Chinese,Hakka,102.33068,2.38194,
Machap Umboo,马接翁武（柏美）,Kampung Baru Tradisional,Alor Gajah,Melaka,1950,Chinese,Hakka,102.2774,2.38319,
Paya Mengkuang,巴也明光,Kampung Baru Tradisional,Alor Gajah,Melaka,1949,Chinese,Hakka,102.06725,2.34626,
Taboh Naning,打坡能宁,Kampung Baru Tradisional,Alor Gajah,Melaka,1950,Chinese,Hakka,102.18699,2.48124,
Man Lok,民乐乡村,Kampung Baru Rangkaian,Alor Gajah,Melaka,,Chinese,,102.03754,2.37102,
Bukit Asahan (Gunung Emas),亚沙汉金山,Kampung Baru Tradisional,Jasin,Melaka,1950,Chinese,Hokkien,102.54432,2.39414,
Bukit Katong,武吉加东,Kampung Baru Tradisional,Jasin,Melaka,1950,Chinese,,102.45915,2.32213,
Kampung On Lok,安乐新村,Kampung Baru Tradisional,Jasin,Melaka,1950,Chinese,Hakka,102.38373,2.47166,
Parit Keliling,巴力吉利令,Kampung Baru Tradisional,Jasin,Melaka,1950,Chinese,Hakka,102.50177,2.35977,
Pondok Batang,冯鹿峇登,Kampung Baru Tradisional,Jasin,Melaka,1950,Chinese,Hakka,102.50989,2.3854,
Simpang Bekoh,新邦木阁,Kampung Baru Tradisional,Jasin,Melaka,1950,Chinese,Hakka,102.5121,2.35744,
Air Manggis,亚逸马吉,Kampung Baru Rangkaian,Jasin,Melaka,,Chinese,Hakka,102.42792,2.28989,
Kampung Kongsai,广西村,Kampung Baru Rangkaian,Jasin,Melaka,,Chinese,Kwongsai,102.41539,2.27572,
Ayer Keroh,爱极乐,Kampung Baru Tradisional,Melaka Tengah,Melaka,1950,Chinese,Hakka,102.28365,2.26373,
Ayer Salak,亚依沙叻,Kampung Baru Tradisional,Melaka Tengah,Melaka,1951,Chinese,Teochew,102.16731,2.27237,
Bertam Ulu,巴淡芙露（柏淡乌鲁）,Kampung Baru Tradisional,Melaka Tengah,Melaka,1950,Chinese,,102.19377,2.28885,
Bukit Beruang,武吉波浪,Kampung Baru Tradisional,Melaka Tengah,Melaka,1953,Chinese,Hakka,102.27882,2.24187,
