NEGERI,PPD,KODSEKOLAH,NAMASEKOLAH,NAMASEKOLAH_C,ALAMATSURAT,POSKODSURAT,BANDARSURAT,TARIKHTUBUHSEKOLAH,KOORDINATXX,KOORDINATYY
JOHOR,PPD BATU PAHAT,JBC0033,SEKOLAH JENIS KEBANGSAAN (CINA) YANI,永平安宁华小,PT YAANI,83710,YONG PENG,28/11/1948,103.02758,1.957239
JOHOR,PPD BATU PAHAT,JBC0034,SEKOLAH JENIS KEBANGSAAN (CINA) YEONG CHANG,双溪须汝永章华小,SUNGAI SULOH,83040,BATU PAHAT,19/2/1931,102.9511756,1.777627868
JOHOR,PPD BATU PAHAT,JBC0035,SEKOLAH JENIS KEBANGSAAN (CINA) YONG PENG 1,永平华小(一)校,"JKR 1081, JALAN SEKOLAH CINA",83700,YONG PENG,1/1/1927,103.0618962,2.013681972
JOHOR,PPD BATU PAHAT,JBC0036,SEKOLAH JENIS KEBANGSAAN (CINA) YONG PENG 2,永平华小(二)校,PTD 26159 MUKIM TANJONG SEMBERONG,83700,YONG PENG,1/5/1967,103.0662692,2.030471443
JOHOR,PPD BATU PAHAT,JBC0037,SEKOLAH JENIS KEBANGSAAN (CINA) YORK CHAI,巴力安宁育才华小,PARIT YANI LAUT,83710,PARIT YAANI,1/1/1934,103.0168278,1.894125672
JOHOR,PPD JOHOR BAHRU,JBC1003,SEKOLAH JENIS KEBANGSAAN (CINA) FOON YEW 1,新山宽柔华小(一)校,JALAN KEBUN TEH,80250,JOHOR BAHRU,1/1/1939,103.7620068,1.496765217
JOHOR,PPD JOHOR BAHRU,JBC1004,SEKOLAH JENIS KEBANGSAAN (CINA) FOON YEW 2,新山宽柔华小(二)校,JALAN TASEK UTARA,80100,JOHOR BAHRU,1/1/1958,103.7432165,1.480201462
JOHOR,PPD JOHOR BAHRU,JBC1005,SEKOLAH JENIS KEBANGSAAN (CINA) FOON YEW 3,新山宽柔华小(三)校,JALAN DATO JAAFAR,80350,JOHOR BAHRU,1/1/1958,103.7513331,1.490494375
JOHOR,PPD JOHOR BAHRU,JBC1006,SEKOLAH JENIS KEBANGSAAN (CINA) FOON YEW 4,新山宽柔华小(四)校,JALAN CENDERASARI,80350,JOHOR BAHRU,15/1/1913,103.7330543,1.499304819
JOHOR,PPD PASIR GUDANG,JBC1007,SEKOLAH JENIS KEBANGSAAN (CINA) FOON YEW 5,新山宽柔华小(五)校,"JLN. MUTIARA EMAS 4/19, TMN.MOUNT AUSTIN",81100,JOHOR BAHRU,1/1/1959,103.779075,1.555532237
JOHOR,PPD JOHOR BAHRU,JBC1008,SEKOLAH JENIS KEBANGSAAN (CINA) KUO KUANG,士姑来国光华小,BATU 8 1/2 JALAN SKUDAI,81300,SKUDAI,1/1/1930,103.6708351,1.526836055
JOHOR,PPD JOHOR BAHRU,JBC1012,SEKOLAH JENIS KEBANGSAAN (CINA) ST JOSEPH,新山若瑟华小,JLN ABD RAHMAN ANDAK,80100,JOHOR BAHRU,1/1/1939,103.7582644,1.465509488
JOHOR,PPD JOHOR BAHRU,JBC1013,SEKOLAH JENIS KEBANGSAAN (CINA) TAMPOI,新山丹柏华小,JLN. DATO DAUD,81200,JOHOR BAHRU,1/1/1946,103.7043862,1.499855975
JOHOR,PPD JOHOR BAHRU,JBC1020,SEKOLAH JENIS KEBANGSAAN (CINA) MING TERK,振林山明德华小,D/A SJK(C) MING TERK,81550,GELANG PATAH,4/4/1932,103.5907564,1.449740521
JOHOR,PPD JOHOR BAHRU,JBC1021,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HWA,新山柏岭培华华小,JLN PERSISIRAN PERLING 1 TMN PERLING,81200,JOHOR BAHRU,16/5/1993,103.6835998,1.495101361
JOHOR,PPD JOHOR BAHRU,JBC1022,SEKOLAH JENIS KEBANGSAAN (CINA) PING MING,新山平民华小,LIMA KEDAI,81120,JOHOR BAHRU,1/1/1947,103.6189556,1.50312951
JOHOR,PPD JOHOR BAHRU,JBC1023,SEKOLAH JENIS KEBANGSAAN (CINA) PU SZE,士姑来辅士华小,"SJK (C) PU SZE, JALAN LIMBAT, BATU 10",81300,SKUDAI,19/9/1922,103.6618752,1.536051326
JOHOR,PPD PASIR GUDANG,JBC1029,SEKOLAH JENIS KEBANGSAAN (CINA) BAN FOO,新山万孚华小,KAMPUNG BARU BAN FOO,81800,ULU TIRAM,1/1/1951,103.8525695,1.567278218
JOHOR,PPD PASIR GUDANG,JBC1030,SEKOLAH JENIS KEBANGSAAN (CINA) CHIEN CHI,新山避兰东建集华小,JLN BUNGA MATAHARI,81750,MASAI,31/12/1953,103.8238634,1.525620663
JOHOR,PPD PASIR GUDANG,JBC1031,SEKOLAH JENIS KEBANGSAAN (CINA) CHEE TONG,马塞启东华小,"JALAN KEMPAS,TAMAN KOTA PUTRI",81750,MASAI,1/1/1937,103.8499828,1.489870966
JOHOR,PPD PASIR GUDANG,JBC1032,SEKOLAH JENIS KEBANGSAAN (CINA) MASAI,马塞华小,JALAN SEKOLAH,81750,MASAI,1/12/1953,103.8853394,1.490307646
JOHOR,PPD PASIR GUDANG,JBC1033,SEKOLAH JENIS KEBANGSAAN (CINA) PANDAN,新山班兰华小,"JALAN SENDUDUK 1, KAMPUNG BARU PANDAN",81100,JOHOR BAHRU,1/1/1930,103.7685534,1.5270863
JOHOR,PPD PASIR GUDANG,JBC1035,SEKOLAH JENIS KEBANGSAAN (CINA) TIRAM,新山乌鲁地南智南华小,JALAN KEKABU,81800,ULU TIRAM,1/1/1945,103.8189869,1.598641384
JOHOR,PPD JOHOR BAHRU,JBC1036,SEKOLAH JENIS KEBANGSAAN (CINA) KEMPAS BARU,新山坚柏华小,"JLN. BANJARAN 4,KG. KEMPAS BARU,TAMPOI",81200,JOHOR BAHRU,1/5/1975,103.7092926,1.533301707
JOHOR,PPD JOHOR BAHRU,JBC1037,SEKOLAH JENIS KEBANGSAAN (CINA) KUO KUANG 2,新山国光华小(二)校,"JLN PERSISIRAN SUTERA UTAMA, TAMAN SUTERA UTAMA",81300,SKUDAI,5/1/1998,103.6721548,1.503869628
JOHOR,PPD PASIR GUDANG,JBC1038,SEKOLAH JENIS KEBANGSAAN (CINA) NAM HENG BARU,马塞南兴华小,BANDAR SERI ALAM,81750,MASAI,1/5/1954,103.879635,1.503567649
JOHOR,PPD PASIR GUDANG,JBC1039,SEKOLAH JENIS KEBANGSAAN (CINA) JOHOR JAYA,柔佛再也华小,"JALAN ROSMERAH 5/1, TAMAN JOHOR JAYA",81100,JOHOR BAHRU,15/10/2001,103.8014346,1.532303384
JOHOR,PPD PASIR GUDANG,JBC1040,SEKOLAH JENIS KEBANGSAAN (CINA) PEI CHIH,新山烈光镇培智华小,17 JALAN KENANGA 4 TAMAN DESA CEMERLANG,81800,ULU TIRAM,1/1/1948,103.8154143,1.554433169
JOHOR,PPD KULAI,JBC1041,SEKOLAH JENIS KEBANGSAAN (CINA) WOON HWA,江加埔来文化华小,"BANDAR BARU KANGKAR PULAI, KANGKAR PULAI",81110,JOHOR BAHRU,1/1/1938,103.5824979,1.560402443
JOHOR,PPD JOHOR BAHRU,JBC1042,SEKOLAH JENIS KEBANGSAAN (CINA) THORBURN,新山道文华小,"TAMAN MUTIARA RINI, JALAN BAKTI",81300,SKUDAI,1/1/1950,103.6279332,1.526148124
JOHOR,PPD JOHOR BAHRU,JBC1043,SEKOLAH JENIS KEBANGSAAN (CINA) THAI HONG,新山泰丰华小,JALAN IMPIAN EMAS SUSUR 1 TAMAN IMPIAN EMAS,81300,JOHOR BAHRU,2/10/1954,103.6786459,1.553565478
JOHOR,PPD JOHOR BAHRU,JBC1044,SEKOLAH JENIS KEBANGSAAN (CINA) PAI TZE,新山培智华小,"11, JALAN LAMAN SETIA UTAMA, TAMAN LAMAN SETIA",81550,JOHOR BAHRU,30/6/1948,103.5927996,1.494593368
JOHOR,PPD JOHOR BAHRU,JBC1045,SEKOLAH JENIS KEBANGSAAN (CINA) MING CHIH,新山明智华小,"NO.5,JALAN HIJAUAN 2,HORIZON HILLS",79100,NUSAJAYA,1/1/1939,103.6445381,1.45893854
JOHOR,PPD KULAI,JBC1046,SEKOLAH JENIS KEBANGSAAN (CINA) CHING YEH,乌鲁槽敬业华小,"BT22, ULU CHOH",81150,JOHOR BAHRU,1/1/1953,103.5447625,1.52664533
JOHOR,PPD KULAI,JBC1047,SEKOLAH JENIS KEBANGSAAN (CINA) PULAI,辅莱华小,KANGKAR PULAI,81300,JOHOR BAHRU,1/1/1935,103.5929207,1.559067547
JOHOR,PPD PASIR GUDANG,JBC1048,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HWA 2,新山培华华小二校,"PTD 194798 (PLOT48) KAMPUNG PLENTONG BARU, MUKIM PLENTONG",81750,PASIR GUDANG,29/11/2015,103.8057958,1.509827251
JOHOR,PPD PASIR GUDANG,JBC1049,SEKOLAH JENIS KEBANGSAAN (CINA) LADANG GRISEK,新廊华小,JALAN MANGGIS 1 TAMAN KOTA MASAI,81700,PASIR GUDANG,1/1/1952,103.9439256,1.491649375
JOHOR,PPD JOHOR BAHRU,JBC1050,SEKOLAH JENIS KEBANGSAAN (CINA) CHEAH FAH,谢华华小,"JALAN MEDINI SELATAN 1, SUNWAY CITY,",79250,ISKANDAR PUTERI,10/3/2022,103.630767,1.394497
JOHOR,PPD JOHOR BAHRU,JBC1051,SEKOLAH JENIS KEBANGSAAN (CINA) POAY CHAI,武吉英达培才华小,"JALAN CHANGKAT INDAH UTAMA, TAMAN BUKIT INDAH 2",79100,NUSAJAYA,1/1/1930,103.6615507,1.469225895
JOHOR,PPD KLUANG,JBC2002,SEKOLAH JENIS KEBANGSAAN (CINA) SENTRAL PALOH,圣德巴罗华小,LADANG CENTRAL PALOH,86600,PALOH,1/1/1953,103.2212842,2.175866868
JOHOR,PPD KLUANG,JBC2003,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAN BEE,巴罗占美华小,"JALAN BANDAR, CHAMEK",86600,PALOH,1/1/1931,103.2390415,2.141489508
JOHOR,PPD KLUANG,JBC2004,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAU MIN,居銮侨民华小,"BATU 1 1/2, JALAN BATU PAHAT",86000,KLUANG,1/1/1944,103.2958743,2.015875199
JOHOR,PPD KLUANG,JBC2006,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN CHIANG,令金振强华小,JALAN HAJI SIRAJ,86300,RENGGAM,1/1/1920,103.40397,1.881603
JOHOR,PPD KLUANG,JBC2007,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG ENG,居銮中英华小,JALAN DATO TEOH SIEW KHOR,86000,KLUANG,1/1/1930,103.3192887,2.033300735
JOHOR,PPD KLUANG,JBC2008,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA I,居銮中华华小(一)校,"82, JALAN LAMBAK",86000,KLUANG,1/1/1958,103.3193357,2.026838071
JOHOR,PPD KLUANG,JBC2009,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA 2,居銮中华华小(二)校,"90, JALAN LAMBAK",86000,KLUANG,1/1/1952,103.3195632,2.026243334
JOHOR,PPD KLUANG,JBC2010,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA 3,居銮中华华小(三)校,JALAN BALAU,86000,KLUANG,1/1/1958,103.3273716,2.026536512
JOHOR,PPD KLUANG,JBC2011,SEKOLAH JENIS KEBANGSAAN (CINA) KG. GAJAH,居銮佳雅华小,"BT. 8, JALAN MERSING",86000,KLUANG,1/1/1941,103.3948133,2.106084053
JOHOR,PPD KLUANG,JBC2012,SEKOLAH JENIS KEBANGSAAN (CINA) KAHANG,加亨华小,"KAHANG BATU 22, JALAN MERSING",86700,KAHANG,1/1/1932,103.5413221,2.214126775
JOHOR,PPD KLUANG,JBC2015,SEKOLAH JENIS KEBANGSAAN (CINA) LAYANG,拉央华小,JALAN KEMAJUAN,81850,LAYANG-LAYANG,1/1/1949,103.4772131,1.816057895
JOHOR,PPD KLUANG,JBC2016,SEKOLAH JENIS KEBANGSAAN (CINA) LIT TERK,梁站立德华小,"JALAN SEKOLAH, KAMPUNG BARU NIYOR",86000,KLUANG,1/1/1937,103.2792901,2.094818378
JOHOR,PPD KLUANG,JBC2017,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP,新邦令金吗什华小,KG. MACHAP,86200,SIMPANG RENGGAM,1/1/1935,103.2639621,1.881688011
JOHOR,PPD KLUANG,JBC2018,SEKOLAH JENIS KEBANGSAAN (CINA) PALOH,巴罗华小,JLN IBRAHIM,86600,PALOH,1/1/1955,103.1937478,2.194057069
JOHOR,PPD KLUANG,JBC2019,SEKOLAH JENIS KEBANGSAAN (CINA) PA YAI,居銮博爱华小,KAMPONG PAYA,86000,KLUANG,1/1/1938,103.334617,2.043029339
JOHOR,PPD KLUANG,JBC2021,SEKOLAH JENIS KEBANGSAAN (CINA) PING MING,居銮平民华小,JALAN YAP TAU SAH,86000,KLUANG,1/1/1932,103.3253862,2.018495854
JOHOR,PPD KLUANG,JBC2022,SEKOLAH JENIS KEBANGSAAN (CINA) SAYONG,令金沙翁华小,KAMPUNG BARU SUNGAI SAYONG,86300,RENGAM,5/10/1954,103.3732621,1.922778165
JOHOR,PPD KLUANG,JBC2024,SEKOLAH JENIS KEBANGSAAN (CINA) SOUTH MALAYA,新邦令金南马华小,"P.S. 107, LADANG NANAS",86200,SIMPANG RENGGAM,1/1/1957,103.2687519,1.830486956
JOHOR,PPD KLUANG,JBC2027,SEKOLAH JENIS KEBANGSAAN (CINA) TUAN POON,新邦令金端本华小,JALAN SEKOLAH,86200,SIMPANG RENGGAM,1/1/1937,103.3104246,1.825731413
JOHOR,PPD KLUANG,JBC2029,SEKOLAH JENIS KEBANGSAAN (CINA) YU MING,巴罗育民华小,"LADANG KALI MALAYA, PALOH",86609,KLUANG,30/6/1949,103.1824511,2.179675471
JOHOR,PPD KLUANG,JBC2030,SEKOLAH JENIS KEBANGSAAN (CINA) SRI LALANG,居銮实里拉龙华小,"BATU 5, SRI LALANG",86000,KLUANG,1/1/1938,103.2525292,1.990390065
JOHOR,PPD KOTA TINGGI,JBC3005,SEKOLAH JENIS KEBANGSAAN (CINA) GOGOK,边佳兰高谷华小,PASIR GOGOK,81630,PENGERANG,1/1/1953,104.100641,1.423360908
JOHOR,PPD KOTA TINGGI,JBC3006,SEKOLAH JENIS KEBANGSAAN (CINA) MAWAI,哥打丁宜马威华小,"PTD 36210, JALAN MUTIARA UTAMA, TAMAN DAIMAN JAYA",81900,KOTA TINGGI,3/1/1962,103.896336,1.713888
JOHOR,PPD KOTA TINGGI,JBC3007,SEKOLAH JENIS KEBANGSAAN (CINA) NEW KOTA,新哥打华小,"JALAN TAIB,KOTA KECIL",81900,KOTA TINGGI,1/3/1953,103.904601,1.742718
JOHOR,PPD KOTA TINGGI,JBC3008,SEKOLAH JENIS KEBANGSAAN (CINA) NAN YA,哥打丁宜南亚华小,TELOK SENGAT,81940,KOTA TINGGI,1/1/1928,104.0320683,1.564696488
JOHOR,PPD KOTA TINGGI,JBC3012,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HWA,哥打丁宜培华华小,PETI SURAT 34,81907,KOTA TINGGI,20/9/1923,103.897583,1.727185
JOHOR,PPD KOTA TINGGI,JBC3014,SEKOLAH JENIS KEBANGSAAN (CINA) PEAY MIN,边佳兰培民华小,TELUK RAMUNIA,81620,KOTA TINGGI,1/1/1949,104.2472371,1.372343717
JOHOR,PPD KOTA TINGGI,JBC3015,SEKOLAH JENIS KEBANGSAAN (CINA) TAI SIN,边佳兰大新华小,PERSIARAN BAYU DAMAI 2/4 TAMAN BAYU DAMAI,81620,PENGERANG,8/1/1945,104.268225,1.383751
JOHOR,PPD KOTA TINGGI,JBC3018,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,哥打丁宜育华华小,"JLN SS 7/5, TMN SRI SAUJANA",81900,KOTA TINGGI,1/1/1932,103.856478,1.663048
JOHOR,PPD KOTA TINGGI,JBC3019,SEKOLAH JENIS KEBANGSAAN (CINA) YOK POON,边佳兰四湾育本华小,SUNGAI RENGIT,81620,PENGERANG,10/10/1938,104.222672,1.349267
JOHOR,PPD MERSING,JBC4001,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHING,兴楼侨庆华小,JLN. HJ. ARIFFIN,86900,ENDAU,1/1/1930,103.62535,2.65076
JOHOR,PPD MERSING,JBC4002,SEKOLAH JENIS KEBANGSAAN (CINA) KG HUBONG,兴楼好旺华小,"JALAN MAHSURI, KG.HUBONG",86900,ENDAU,2/10/1952,103.6479968,2.622016529
JOHOR,PPD MERSING,JBC4003,SEKOLAH JENIS KEBANGSAAN (CINA) JEMALUANG,三板头仁銮华小,JALAN SEKOLAH,86810,MERSING,1/1/1953,103.8569677,2.276397842
JOHOR,PPD MERSING,JBC4004,SEKOLAH JENIS KEBANGSAAN (CINA) PAI CHEE,丰盛港培智华小,"52, JALAN ISMAIL",86800,MERSING,1/1/1920,103.843645,2.429019
JOHOR,PPD MUAR,JBC5001,SEKOLAH JENIS KEBANGSAAN (CINA) AI HWA,麻坡班卒爱华华小,PEKAN PANCHOR,84500,PANCHOR,1/1/1941,102.7123,2.170575
JOHOR,PPD MUAR,JBC5002,SEKOLAH JENIS KEBANGSAAN (CINA) AIK MING,麻坡益民华小,"BT 4, JLN BKT PASIR",84300,BUKIT PASIR,1/1/1945,102.5893312,2.086121301
JOHOR,PPD MUAR,JBC5004,SEKOLAH JENIS KEBANGSAAN (CINA) BOON LIM,麻坡巴力武叻文林华小,PARIT BULAT,84160,PARIT JAWA,4/4/1922,102.6827,1.914238
JOHOR,PPD MUAR,JBC5007,SEKOLAH JENIS KEBANGSAAN (CINA) CHI SIN,麻坡巴力峇九启新华小,"BT 3.5, JALAN TEMENGGUNG AHMAD",84010,PARIT BAKAR,1/1/1947,102.6054,2.003492
JOHOR,PPD MUAR,JBC5009,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN KWANG WAHYU,麻坡巴冬真光华育华小,JALAN MAHMOOD,84150,PARIT JAWA,1/1/1927,102.645,1.959637
JOHOR,PPD MUAR,JBC5011,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN TERH,峇吉里勤德华小,BT 8 1/2 JLN BAKRI,84200,BAKRI,1/1/1946,102.6812,2.02635
JOHOR,PPD MUAR,JBC5012,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 1 A,麻坡中化一小 A 校,"181, JALAN SAYANG",84000,MUAR,1/4/1912,102.5688564,2.045613211
JOHOR,PPD MUAR,JBC5013,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 1 B,麻坡中化一小 B 校,"181, JLN SAYANG",84000,MUAR,1/4/1912,102.5682861,2.045458272
JOHOR,PPD MUAR,JBC5014,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 2A,麻坡中化二小 A 校,"NO 10, JLN BAKRI",84000,MUAR,24/10/1918,102.5712,2.049263
JOHOR,PPD MUAR,JBC5015,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 2B,麻坡中化二小 B 校,"10, JLN BAKRI",84000,MUAR,4/1/1912,102.5708,2.049824
JOHOR,PPD MUAR,JBC5016,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA KETIGA,麻坡中化第三小学,"NO 23, JLN ABDUL RAHMAN",84000,MUAR,1/1/1958,102.5666,2.032661
JOHOR,PPD MUAR,JBC5017,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA PRESBYTERIAN,麻坡中华基督华小,JLN HASHIM,84000,MUAR,1/8/1923,102.5752763,2.050506326
JOHOR,PPD MUAR,JBC5021,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,麻坡武吉巴西头条中华华小,KG JORAK,84300,BUKIT PASIR,15/9/1946,102.6467,2.127562
JOHOR,PPD MUAR,JBC5023,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SUN,巴莪中山华小,KAMPUNG RAJA,84600,PAGOH,1/1/1940,102.7566,2.167776
JOHOR,PPD MUAR,JBC5025,SEKOLAH JENIS KEBANGSAAN (CINA) HAU LIM,麻坡檺林华小,SUNGAI BALANG,83610,SUNGAI BALANG,1/5/1955,102.7384,1.907481
JOHOR,PPD MUAR,JBC5026,SEKOLAH JENIS KEBANGSAAN (CINA) LIMBONG,麻坡林蒙华小,PARIT LIMBONG,84150,PARIT JAWA,1/1/1938,102.6306222,1.973310492
JOHOR,PPD MUAR,JBC5027,SEKOLAH JENIS KEBANGSAAN (CINA) HWA MING,武吉摩华明华小,BKT MOR,84150,PARIT JAWA,3/1/1927,102.6614843,1.975579339
JOHOR,PPD MUAR,JBC5028,SEKOLAH JENIS KEBANGSAAN (CINA) KEPONG,麻坡吉逢华小,"JKR 3026, BKT KEPONG",84030,BUKIT KEPONG,1/1/1945,102.8302,2.345478
JOHOR,PPD MUAR,JBC5030,SEKOLAH JENIS KEBANGSAAN (CINA) KIM KEE,武吉巴西金枝华小,"P.O.BOX.101, LDG CRAIGIELEA",84300,BUKIT PASIR,1/1/1950,102.6943944,2.084374552
JOHOR,PPD MUAR,JBC5034,SEKOLAH JENIS KEBANGSAAN (CINA) LENGA,麻坡岭嘉华小,"LENGA, MUAR",84040,LENGA,1/1/1935,102.8146,2.275755
JOHOR,PPD MUAR,JBC5036,SEKOLAH JENIS KEBANGSAAN (CINA) PEI CHAI,峇吉里培才华小,"BT 3 1/2, JLN BAKRI",84000,MUAR,1/1/1938,102.6156862,2.04668058
JOHOR,PPD MUAR,JBC5039,SEKOLAH JENIS KEBANGSAAN (CINA) PEI YANG,麻坡培养华小,"BT 1 1/2, JLN BAKRI",84000,MUAR,1/1/1957,102.58344,2.048079033
JOHOR,PPD MUAR,JBC5040,SEKOLAH JENIS KEBANGSAAN (CINA) PENGKALAN BUKIT,巴莪榜加兰华小,"JLN PERSIARAN, TAMAN PAGOH JAYA",84600,MUAR,1/1/1951,102.713,2.13559
JOHOR,PPD MUAR,JBC5041,SEKOLAH JENIS KEBANGSAAN (CINA) PU NAN,巴口辅南华小,BKT BAKRI,84200,BAKRI,1/1/1933,102.6587,2.042819
JOHOR,PPD MUAR,JBC5043,SEKOLAH JENIS KEBANGSAAN (CINA) RENCHONG,巴莪岭章华小,BT 23,84600,PAGOH,15/1/1959,102.810766,2.201562718
JOHOR,PPD MUAR,JBC5044,SEKOLAH JENIS KEBANGSAAN (CINA) SAN CHAI,巴力温那善才华小,"PARIT UNAS, JLN ABDUL RAHMAN",84150,PARIT JAWA,1/1/1947,102.6049,1.987917
JOHOR,PPD MUAR,JBC5046,SEKOLAH JENIS KEBANGSAAN (CINA) SING HWA,麻坡醒华华小,JALAN BAKARIAH,84000,MUAR,5/3/1935,102.5732986,2.066381871
JOHOR,PPD MUAR,JBC5047,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MING,麻坡新民华小,PARIT TENGAH,84150,PARIT JAWA,1/1/1930,102.6640143,1.950974526
JOHOR,PPD MUAR,JBC5048,SEKOLAH JENIS KEBANGSAAN (CINA) SOON CHENG,麻坡训正华小,LOT1206 JALAN PT SETONGKAT DARAT SG TERAP,84000,MUAR,1/1/1947,102.6016636,2.07136367
JOHOR,PPD MUAR,JBC5049,SEKOLAH JENIS KEBANGSAAN (CINA) SOON MONG,巴莪训蒙华小,JLN SEKOLAH CINA,84600,PAGOH,1/1/1931,102.7689,2.150603
JOHOR,PPD MUAR,JBC5050,SEKOLAH JENIS KEBANGSAAN (CINA) WEE SIN,麻坡丹绒实拉务维新华小,"KM 7, TANJONG SELABU",84300,BUKIT PASIR,1/1/1951,102.5978513,2.137044098
JOHOR,PPD MUAR,JBC5051,SEKOLAH JENIS KEBANGSAAN (CINA) YIH CHIAU,巴莪育侨华小,BT 19 PAYA REDAN,84600,PAGOH,1/1/1955,102.7851,2.159992
JOHOR,PPD MUAR,JBC5052,SEKOLAH JENIS KEBANGSAAN (CINA) YOK ENG,巴力苦麻育英华小,"PARIT KEROMA, JLN DATO HJ KOSAI",84000,MUAR,15/10/1920,102.6058,2.033872
JOHOR,PPD MUAR,JBC5053,SEKOLAH JENIS KEBANGSAAN (CINA) YU ENG,麻坡二南育英华小,"JLN BKT BATU, JERAM",84000,MUAR,1/1/1925,102.627616,2.063200005
JOHOR,PPD MUAR,JBC5054,SEKOLAH JENIS KEBANGSAAN (CINA) YU JERN,武吉巴西育人华小,"JALAN JORAK, BUKIT PASIR",84300,MUAR,16/3/1924,102.6372412,2.09992602
JOHOR,PPD MUAR,JBC5055,SEKOLAH JENIS KEBANGSAAN (CINA) YU MING,麻坡育民华小,PARIT PULAI,84150,PARIT JAWA,1/1/1929,102.6359,1.98746
JOHOR,PPD MUAR,JBC5056,SEKOLAH JENIS KEBANGSAAN (CINA) PEI CHAI,麻坡隆望培才华小,KG GOMBANG,84040,LENGA,1/4/1932,102.8113,2.246636
JOHOR,PPD PONTIAN,JBC6001,SEKOLAH JENIS KEBANGSAAN (CINA) BIN CHONG,笨珍民众华小,RIMBA TERJUN,82000,PONTIAN,7/10/1945,103.3952033,1.473503948
JOHOR,PPD PONTIAN,JBC6002,SEKOLAH JENIS KEBANGSAAN (CINA) CHEOW MIN,笨珍侨民华小,BT 35 JLN JOHOR PONTIAN,82000,PONTIAN,1/1/1951,103.4163671,1.48406379
JOHOR,PPD PONTIAN,JBC6003,SEKOLAH JENIS KEBANGSAAN (CINA) CHI CHIH,笨珍启智华小,"76, AYER BALOI",82100,PONTIAN,1/1/1936,103.3346618,1.589791775
JOHOR,PPD PONTIAN,JBC6004,SEKOLAH JENIS KEBANGSAAN (CINA) CHI MANG,笨珍启蒙华小,KAMPUNG AYER MASIN,82300,KUKUP,1/1/1926,103.4419948,1.333009149
JOHOR,PPD PONTIAN,JBC6005,SEKOLAH JENIS KEBANGSAAN (CINA) CHIEN HWA,笨珍爪哇村建华华小,KAMPUNG JAWA,82100,AYER BALOI,23/1/1938,103.3442196,1.581963552
JOHOR,PPD PONTIAN,JBC6006,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,笨珍水池路中华华小,KAYU ARA PASONG,82010,KAYU ARA PASONG,1/1/1934,103.4011685,1.556427623
JOHOR,PPD PONTIAN,JBC6007,SEKOLAH JENIS KEBANGSAAN (CINA) GAU SAN,笨珍乐山华小,JALAN ALSAGOFF,82000,PONTIAN,1/1/1951,103.389233,1.487997
JOHOR,PPD PONTIAN,JBC6008,SEKOLAH JENIS KEBANGSAAN (CINA) KEN BOON,笨珍耕文华小,KUKUP LAUT,82300,PONTIAN,16/10/1926,103.4420206,1.325161608
JOHOR,PPD PONTIAN,JBC6009,SEKOLAH JENIS KEBANGSAAN (CINA) LEE MING,笨珍黎明华小,KG. JELOTONG,82100,AYER BALOI,1/5/1940,103.3202598,1.60498654
JOHOR,PPD PONTIAN,JBC6010,SEKOLAH JENIS KEBANGSAAN (CINA) LOK YORK,文律乐育华小,JALAN ABDUL JALIL,82200,BENUT,1/1/1953,103.2604828,1.640787526
JOHOR,PPD PONTIAN,JBC6011,SEKOLAH JENIS KEBANGSAAN (CINA) LOK YU 1,文律乐育华小(一)校,PARIT TENGAH,82200,BENUT,1/1/1956,103.286262,1.638491003
JOHOR,PPD PONTIAN,JBC6012,SEKOLAH JENIS KEBANGSAAN (CINA) LOK YU(2),文律乐育华小(二)校,PARIT TUJUH PERMATANG DUKU,82200,BENUT,1/1/1946,103.233463,1.690749188
JOHOR,PPD PONTIAN,JBC6013,SEKOLAH JENIS KEBANGSAAN (CINA) LOK YU 3,文律乐育华小(三)校,KAMPUNG PERMATANG SEPAM,82200,BENUT,1/1/1947,103.2371189,1.703927281
