NEGERI,PPD,KODSEKOLAH,NAMASEKOLAH,NAMASEKOLAH_C,ALAMATSURAT,POSKODSURAT,BANDARSURAT,TARIKHTUBUHSEKOLAH,KOORDINATXX,KOORDINATYY
KEDAH,PPD KULIM/BANDAR BAHARU,KBC5037,SEKOLAH JENIS KEBANGSAAN (CINA) HWA MIN,鲁乃华民华小,JALAN SUNGAI,9600,LUNAS,1/1/1916,100.532027,5.427865
KEDAH,PPD KULIM/BANDAR BAHARU,KBC5038,SEKOLAH JENIS KEBANGSAAN (CINA) KHAI MIN,加拉岸开明华小,KARANGAN,9700,KARANGAN,7/12/1953,100.6665002,5.419699944
KEDAH,PPD KULIM/BANDAR BAHARU,KBC5039,SEKOLAH JENIS KEBANGSAAN (CINA) KONG MIN,双溪谷公民华小,"SG KOB, KARANGAN",9700,KARANGAN,1/1/1927,100.6425526,5.427091884
KEDAH,PPD KULIM/BANDAR BAHARU,KBC5040,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,居林三巴央新民华小,JUNJONG,9000,KULIM,1/1/1920,100.534247,5.299804
KEDAH,PPD KULIM/BANDAR BAHARU,KBC5041,SEKOLAH JENIS KEBANGSAAN (CINA) SIN TEONG MAHANG,居林麻坑新中华小,MAHANG,9500,KARANGAN,1/1/1950,100.7506243,5.323179948
KEDAH,PPD KULIM/BANDAR BAHARU,KBC5042,SEKOLAH JENIS KEBANGSAAN (CINA) SHANG CHENG,居林巴东色海尚正华小,S.J.K.( C) SHANG CHENG,9400,PADANG SERAI,1/1/1946,100.55503,5.51205
KEDAH,PPD KULIM/BANDAR BAHARU,KBC5043,SEKOLAH JENIS KEBANGSAAN (CINA) KELANG LAMA,居林老火较华小,JLN KELANG LAMA,9000,Kulim,1/1/1981,100.568818,5.389607
KEDAH,PPD LANGKAWI,KBC6017,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,浮罗交怡中华华小,KUAH,7000,LANGKAWI,1/1/1917,99.8272343,6.338633068
KEDAH,PPD LANGKAWI,KBC6018,SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM,浮罗交怡明南华小,KUALA TERIANG,7000,LANGKAWI,1/1/1926,99.71428214,6.364710785
KEDAH,PPD PADANG TERAP,KBC7019,SEKOLAH JENIS KEBANGSAAN (CINA) KOU HUA,瓜拉尼浪高华华小,PEKAN KUALA NERANG,6300,KUALA NERANG,1/1/1960,100.6078541,6.256439219
KEDAH,PPD SIK,KBC8019,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,栖里中华华小,PEKAN SIK,8200,SIK,2/3/1923,100.746268,5.825821
KEDAH,PPD YAN,KBC9025,SEKOLAH JENIS KEBANGSAAN (CINA) AIK MIN,双溪里茂港外益民华小,"SIMPANG TIGA, SUNGAI LIMAU",6680,ALOR STAR,1/1/1929,100.426377,5.916018
KEDAH,PPD YAN,KBC9026,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,双溪铅中华华小,SUNGAI YAN,6900,YAN,1/1/1929,100.393385,5.831243
KEDAH,PPD YAN,KBC9027,SEKOLAH JENIS KEBANGSAAN (CINA) PEI ENG,吉中多伟培英华小,"JALAN YAN, BATU 21 1/4",6900,YAN,1/1/1933,100.430162,5.84639
KEDAH,PPD YAN,KBC9028,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HWA,吉中十七碑培华华小,"BT 17, JALAN GURUN",8300,GURUN,1/1/1939,100.445316,5.884513
KEDAH,PPD YAN,KBC9029,SEKOLAH JENIS KEBANGSAAN (CINA) YUK MIN,双溪里茂港内育民华小,SUNGAI LIMAU DALAM,6910,YAN,1/1/1927,100.378131,5.899149
KEDAH,PPD YAN,KBC9030,SEKOLAH JENIS KEBANGSAAN (CINA) YANG KAO,莪占必叻仰高华小,GUAR CHEMPEDAK,8800,GUAR CHEMPEDAK,1/1/1960,100.457931,5.859187
KEDAH,PPD YAN,KBC9031,SEKOLAH JENIS KEBANGSAAN (CINA) YORK KHOON,大铅育群华小,JALAN PEGAWAI,6900,YAN,1/1/1918,100.373281,5.795725548
KEDAH,PPD PENDANG,KBCA110,SEKOLAH JENIS KEBANGSAAN (CINA) BOON TEIK,多旨文德华小,TOKAI,6660,ALOR STAR,1/1/1927,100.4069323,6.027622678
KEDAH,PPD PENDANG,KBCA114,SEKOLAH JENIS KEBANGSAAN (CINA) JUNUN,如嫩华小,BUKIT JENUN,6720,PENDANG,1/1/1932,100.4751333,5.902957172
KEDAH,PPD PENDANG,KBCA134,SEKOLAH JENIS KEBANGSAAN (CINA) YEANG CHENG,本同养正华小,"LOT 1569, MUKIM AYER PUTEH",6700,PENDANG,1/1/1923,100.4750441,5.991266349
KEDAH,PPD KOTA SETAR,KBCB001,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,伍佰廊中华华小,"KEBUN 500, JABI",6400,POKOK SENA,31/12/1958,100.4731592,6.141636323
KEDAH,PPD KOTA SETAR,KBCB002,SEKOLAH JENIS KEBANGSAAN (CINA) TONG YUH,波各先那同育华小,POKOK SENA,6400,POKOK SENA,28/8/1929,100.5198155,6.168124317
MELAKA,PPD ALOR GAJAH,MBC0046,SEKOLAH JENIS KEBANGSAAN (CINA) PAY CHEE,普罗士邦培智华小,PULAU SEBANG,73000,TAMPIN POS,11/12/1928,102.2281843,2.466335551
MELAKA,PPD ALOR GAJAH,MBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) ALOR GAJAH,亚罗牙也华小,ALOR GAJAH,78000,ALOR GAJAH,1/1/1931,102.2074078,2.385286485
MELAKA,PPD ALOR GAJAH,MBC0048,SEKOLAH JENIS KEBANGSAAN (CINA) SANN YUH,新邦安拔三育华小,SIMPANG AMPAT,78000,ALOR GAJAH,1/1/1911,102.1782525,2.43668054
MELAKA,PPD ALOR GAJAH,MBC0049,SEKOLAH JENIS KEBANGSAAN (CINA) PENG MIN,牙力平民华小,GADEK,78000,ALOR GAJAH,1/1/1924,102.2488991,2.408519649
MELAKA,PPD ALOR GAJAH,MBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) SIN WAH,榴连洞葛新华华小,DURIAN TUNGGAL,76100,DURIAN TUNGGAL,1/1/1946,102.281966,2.311274965
MELAKA,PPD ALOR GAJAH,MBC0051,SEKOLAH JENIS KEBANGSAAN (CINA) KIOW MIN,文庙侨民华小,REMBIA,78000,ALOR GAJAH,31/12/1930,102.208,2.32859
MELAKA,PPD ALOR GAJAH,MBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP BARU,马接峇鲁华小,KG. MACHAP BARU,76100,DURIAN TUNGGAL,1/1/1950,102.328,2.38001
MELAKA,PPD ALOR GAJAH,MBC0053,SEKOLAH JENIS KEBANGSAAN (CINA) MACHAP UMBOO,马接翁武华小,MACHAP UMBOO,78000,ALOR GAJAH,31/12/1977,102.2778619,2.381041174
MELAKA,PPD ALOR GAJAH,MBC0054,SEKOLAH JENIS KEBANGSAAN (CINA) TABOH NANING,打波能宁华小,KG BARU TABOH NANING,78000,ALOR GAJAH,1/1/1946,102.186429,2.480732
MELAKA,PPD ALOR GAJAH,MBC0055,SEKOLAH JENIS KEBANGSAAN (CINA) LENDU,林鲁新村华小,KG BARU LENDU,78000,ALOR GAJAH,1/11/1951,102.1727008,2.358372907
MELAKA,PPD ALOR GAJAH,MBC0056,SEKOLAH JENIS KEBANGSAAN (CINA) KHIAK YEW,直望启牖华小,TEBONG,76460,ALOR GAJAH,1/1/1935,102.342,2.4477
MELAKA,PPD ALOR GAJAH,MBC0057,SEKOLAH JENIS KEBANGSAAN (CINA) MASJID TANAH,马士丹那华小,MASJID TANAH,78300,MASJID TANAH,1/1/1923,102.104,2.34464
MELAKA,PPD ALOR GAJAH,MBC0058,SEKOLAH JENIS KEBANGSAAN (CINA) YOK SIN,瓜拉育新华小,KUALA SUNGAI BARU,78200,KUALA SUNGAI BARU,1/1/1925,102.0380953,2.361141519
MELAKA,PPD ALOR GAJAH,MBC0059,SEKOLAH JENIS KEBANGSAAN (CINA) PAYA MENGKUANG,巴也明光华小,KAMPUNG PAYA MENGKUANG,78300,MASJID TANAH,1/1/1950,102.068084,2.345904
MELAKA,PPD ALOR GAJAH,MBC0060,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,罗目支那新民华小,LUBOK CHINA,78100,LUBOK CHINA,5/10/1931,102.0708884,2.44602618
MELAKA,PPD ALOR GAJAH,MBC0061,SEKOLAH JENIS KEBANGSAAN (CINA) CHABAU,招茂华小,TAMAN ANGKASA NURI DURIAN TUNGGAL,76100,DURIAN TUNGGAL,1/1/1946,102.249314,2.278856
MELAKA,PPD JASIN,MBC1032,SEKOLAH JENIS KEBANGSAAN (CINA) KUANG HWA,野新光华华小,"BATU 9, UMBAI",77300,MERLIMAU,1/1/1932,102.3595668,2.14950942
MELAKA,PPD JASIN,MBC1033,SEKOLAH JENIS KEBANGSAAN (CINA) YU HSIEN,野新育贤华小,JALAN RIM,77000,JASIN,1/1/1928,102.433772,2.314588
MELAKA,PPD JASIN,MBC1034,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,双溪南眉中华华小,SUNGAI RAMBAI,77400,SUNGAI RAMBAI,15/2/1930,102.4899423,2.125281298
MELAKA,PPD JASIN,MBC1035,SEKOLAH JENIS KEBANGSAAN (CINA) KIOW NAM,巴登马六甲侨南华小,BATANG MELAKA,77500,SELANDAR,1/1/1926,102.42,2.47238
MELAKA,PPD JASIN,MBC1036,SEKOLAH JENIS KEBANGSAAN (CINA) PAY MIN,万里茂巴西培民华小,KG. BATU GAJAH PASIR,77300,MERLIMAU,1/1/1938,102.474924,2.155162
MELAKA,PPD JASIN,MBC1037,SEKOLAH JENIS KEBANGSAAN (CINA) MERLIMAU,万里茂华小,JALAN MELAKA,77300,MERLIMAU,1/1/1952,102.424493,2.145836
MELAKA,PPD JASIN,MBC1038,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHEE,士兰道侨智华小,JALAN JASIN,77500,SELANDAR,1/1/1940,102.379651,2.388907
MELAKA,PPD JASIN,MBC1039,SEKOLAH JENIS KEBANGSAAN (CINA) JASIN LALANG,野新拉浪华小,"BT 15 , AIR MERBAU",77200,JASIN,1/1/1953,102.398259,2.276537
MELAKA,PPD JASIN,MBC1040,SEKOLAH JENIS KEBANGSAAN (CINA) PAY CHIAO,望万培侨华小,BEMBAN,77200,MELAKA,1/1/1954,102.376,2.26896
MELAKA,PPD JASIN,MBC1041,SEKOLAH JENIS KEBANGSAAN (CINA) ON LOK,野新安乐华小,KG BARU ON LOK,77500,SELANDAR,1/1/1949,102.384,2.47105
MELAKA,PPD JASIN,MBC1042,SEKOLAH JENIS KEBANGSAAN (CINA) PAY YAP,野新培业华小,KESANG PAJAK,77000,JASIN,20/2/1954,102.371243,2.327547
MELAKA,PPD JASIN,MBC1043,SEKOLAH JENIS KEBANGSAAN (CINA) PAY CHUIN,武吉加东培群华小,"BT 21 BUKIT KATONG, RIM",77000,JASIN,1/1/1938,102.456225,2.317025
MELAKA,PPD JASIN,MBC1044,SEKOLAH JENIS KEBANGSAAN (CINA) PARIT KELILING,巴利吉利令华小,KAMPUNG BARU PARIT KELILING,77100,JASIN,1/1/1951,102.501,2.36112
MELAKA,PPD JASIN,MBC1045,SEKOLAH JENIS KEBANGSAAN (CINA) PONDOK BATANG,冯鹿巴登华小,KAMPUNG MAJU PONDOK BATANG,77100,ASAHAN,1/1/1937,102.509201,2.383952
MELAKA,PPD JASIN,MBC1046,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG BEKOH,新邦木阁华小,ASAHAN POS,77100,ASAHAN,2/1/1928,102.5116778,2.359115485
MELAKA,PPD JASIN,MBC1048,SEKOLAH JENIS KEBANGSAAN (CINA) TOON HUA,岭叻敦化华小,NYALAS,77100,ASAHAN,1/1/1934,102.470272,2.435974
MELAKA,PPD JASIN,MBC1049,SEKOLAH JENIS KEBANGSAAN (CINA) SHUH YEN,野新树人华小,"TEHEL, BEMBAN",77200,JASIN,5/1/1947,102.348543,2.232811516
MELAKA,PPD JASIN,MBC1050,SEKOLAH JENIS KEBANGSAAN (CINA) PAY HSIEN,野新培贤华小,CHIN CHIN,77000,JASIN,29/6/1961,102.4848873,2.285732725
MELAKA,PPD JASIN,MBC1051,SEKOLAH JENIS KEBANGSAAN (CINA) KEMENDOR,甘文路华小,"FELDA KEMENDOR, KEMENDOR",77000,JASIN,2/4/1979,102.410619,2.352794
MELAKA,PPD MELAKA TENGAH,MBC2053,SEKOLAH JENIS KEBANGSAAN (CINA) PAY FONG 1,培风华小一校,"LOT 9245 JALAN KJ2, TAMAN KRUBONG JAYA",75260,MELAKA,7/7/1913,102.245281,2.29741
MELAKA,PPD MELAKA TENGAH,MBC2054,SEKOLAH JENIS KEBANGSAAN (CINA) PAY FONG 2,培风华小二校,"225,JLN PARAMESWARA",75000,MELAKA,1/1/1938,102.2594889,2.1906888
MELAKA,PPD MELAKA TENGAH,MBC2055,SEKOLAH JENIS KEBANGSAAN (CINA) PAY FONG 3,培风华小三校,"NO. 60, JALAN PUTERI HANG LI POH",75100,MELAKA,1/1/1949,102.256,2.19658
MELAKA,PPD MELAKA TENGAH,MBC2056,SEKOLAH JENIS KEBANGSAAN (CINA) PAY TECK,培德华小,"45,KG TIGA",75200,MELAKA,7/5/1917,102.246175,2.199277
MELAKA,PPD MELAKA TENGAH,MBC2057,SEKOLAH JENIS KEBANGSAAN (CINA) PING MING,平民华小,"78,JLN TUN SRI LANANG",75100,MELAKA,16/4/1922,102.2530201,2.206231921
MELAKA,PPD MELAKA TENGAH,MBC2058,SEKOLAH JENIS KEBANGSAAN (CINA) YOK BIN,育民华小,121 JALAN KUBU MELAKA,75300,MELAKA,29/11/1939,102.2462925,2.200364467
MELAKA,PPD MELAKA TENGAH,MBC2059,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG KUO,中国华小,310 JALAN TENGKERA,75200,MELAKA,20/4/1939,102.238,2.20296
MELAKA,PPD MELAKA TENGAH,MBC2060,SEKOLAH JENIS KEBANGSAAN (CINA) BACHANG,峇章华小,JALAN DATUK WIRA POH AH TIAM,75250,MELAKA,16/7/1936,102.2320258,2.220061356
MELAKA,PPD MELAKA TENGAH,MBC2061,SEKOLAH JENIS KEBANGSAAN (CINA) KATHOLIK,公教华小,"251, JLN GAJAH BERANG",75200,MELAKA,1/1/1928,102.242405,2.206713
MELAKA,PPD MELAKA TENGAH,MBC2062,SEKOLAH JENIS KEBANGSAAN (CINA) SIANG LIN,香林华小,"67,JALAN DURIAN DAUN",75400,MELAKA,15/1/1951,102.2572788,2.20488065
MELAKA,PPD MELAKA TENGAH,MBC2063,SEKOLAH JENIS KEBANGSAAN (CINA) NOTRE DAME,圣母华小,263 JALAN GAJAH BERANG,75200,MELAKA,1/1/1958,102.2425922,2.207033156
MELAKA,PPD MELAKA TENGAH,MBC2064,SEKOLAH JENIS KEBANGSAAN (CINA) EK TE,丹绒吉宁益智华小,"KM12 , LEREH ,TANJONG KLING",76400,MELAKA,1/1/1921,102.1739667,2.222063461
MELAKA,PPD MELAKA TENGAH,MBC2065,SEKOLAH JENIS KEBANGSAAN (CINA) YING CHYE,武吉南眉英才华小,BUKIT RAMBAI,75250,MELAKA,20/10/1945,102.181156,2.253167855
MELAKA,PPD MELAKA TENGAH,MBC2066,SEKOLAH JENIS KEBANGSAAN (CINA) YU YING,士马木育英华小,"JLN BKT GODEK, SEMABOK",75050,MELAKA,1/10/1946,102.2829978,2.202948061
MELAKA,PPD MELAKA TENGAH,MBC2067,SEKOLAH JENIS KEBANGSAAN (CINA) TING HWA,浮罗加东鼎华华小,JALAN PULAU GADONG,75200,MELAKA,1/1/1937,102.2133632,2.241541064
MELAKA,PPD MELAKA TENGAH,MBC2068,SEKOLAH JENIS KEBANGSAAN (CINA) WEN HUA,峇株安南文化华小,BATU BERENDAM,75350,MELAKA,1/1/1936,102.2554607,2.24862156
MELAKA,PPD MELAKA TENGAH,MBC2069,SEKOLAH JENIS KEBANGSAAN (CINA) KEH SENG,革成华小,BUKIT BARU,75150,MELAKA,1/1/1949,102.2697752,2.216579778
MELAKA,PPD MELAKA TENGAH,MBC2070,SEKOLAH JENIS KEBANGSAAN (CINA) POH LAN,宝兰华小,"TANGGA BATU, TANJONG KLING",76400,MELAKA,1/1/1922,102.1542948,2.248589552
MELAKA,PPD MELAKA TENGAH,MBC2071,SEKOLAH JENIS KEBANGSAAN (CINA) LIH JEN,波格芒茄立人华小,JALAN POKOK MANGGA,75200,MELAKA,1/1/1939,102.2186764,2.214904651
MELAKA,PPD MELAKA TENGAH,MBC2072,SEKOLAH JENIS KEBANGSAAN (CINA) KUANG YAH,直落垵光亚华小,TELOK MAS,75460,MELAKA,14/3/1931,102.3171904,2.172503077
MELAKA,PPD MELAKA TENGAH,MBC2073,SEKOLAH JENIS KEBANGSAAN (CINA) PAY HWA,培华华小,PAYA RUMPUT,76450,MELAKA,1/1/1925,102.2158598,2.292527955
MELAKA,PPD MELAKA TENGAH,MBC2074,SEKOLAH JENIS KEBANGSAAN (CINA) ST MARY,圣玛利亚华小,AIR SALAK,75250,MELAKA,3/9/1929,102.166419,2.269589198
MELAKA,PPD MELAKA TENGAH,MBC2075,SEKOLAH JENIS KEBANGSAAN (CINA) BUKIT BERUANG,武吉波浪华小,BUKIT BERUANG,75450,MELAKA,11/1/1953,102.2793567,2.24092582
MELAKA,PPD MELAKA TENGAH,MBC2076,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG,晋巷华小,"JALAN CHENG, CHENG",75250,MELAKA,1/1/1945,102.216353,2.263927612
MELAKA,PPD MELAKA TENGAH,MBC2077,SEKOLAH JENIS KEBANGSAAN (CINA) AYER KEROH,爱极乐华小,"JALAN LAMA AYER KEROH, KAMPUNG BARU AYER KEROH",75450,MELAKA,1/1/1947,102.2841673,2.264655598
MELAKA,PPD MELAKA TENGAH,MBC2078,SEKOLAH JENIS KEBANGSAAN (CINA) TIANG DUA,丁赖华小,KM 16 KG BARU TIANG DUA,75460,MELAKA,1/1/1953,102.3634158,2.213873295
MELAKA,PPD MELAKA TENGAH,MBC2079,SEKOLAH JENIS KEBANGSAAN (CINA) BERTAM ULU,巴淡芙露华小,BERTAM ULU,76450,MELAKA,1/1/1937,102.1931686,2.289246294
MELAKA,PPD MELAKA TENGAH,MBC2080,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI UDANG,双溪于浪华小,SG UDANG,76300,MELAKA,1/1/1953,102.134954,2.282024832
MELAKA,PPD MELAKA TENGAH,MBC2081,SEKOLAH JENIS KEBANGSAAN (CINA) MALIM,玛琳华小,"BT.3 3/4, JALAN MALIM",75250,MELAKA,1/1/1950,102.2247654,2.238205591
MELAKA,PPD MELAKA TENGAH,MBC2082,SEKOLAH JENIS KEBANGSAAN (CINA) YU HWA,育华华小,"KM4, JALAN BACHANG",75350,MELAKA,1/1/1947,102.2413612,2.225906852
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC0017,SEKOLAH JENIS KEBANGSAAN (CINA) YUK HUA,瓜拉格拉旺育华华小,JALAN PERTANG,71600,KUALA KLAWANG,1/1/1926,102.0720969,2.939263551
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC0018,SEKOLAH JENIS KEBANGSAAN (CINA) CHUN YIN,知知港群英华小,PEKAN TITI,71650,TITI,1/1/1911,102.0795452,2.998680414
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC0019,SEKOLAH JENIS KEBANGSAAN (CINA) KG. BARU PETALING,古打灵新村华小,PEKAN PETALING,71600,KUALA KLAWANG,1/1/1957,102.0561753,2.949584631
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC0020,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PERTANG,葫芦顶育侨华小,JALAN PERTANG,72300,SPG. PERTANG,1/1/1935,102.218,2.96032
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC0021,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG PERTANG,新邦葫芦顶华小,JALAN SIMPANG PERTANG,72300,SIMPANG PERTANG,1/1/1951,102.2603318,2.942683307
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC0022,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU SUNGAI MUNTOH,双溪文都新村华小,"KG. BARU BT. 31, SG. MUNTOH, JELEBU",71650,TITI,4/7/1947,102.0810275,3.021354742
NEGERI SEMBILAN,PPD JEMPOL/JELEBU,NBC0023,SEKOLAH JENIS KEBANGSAAN (CINA) DURIAN TIPUS,留连知贝华小,SIMPANG DURIAN,72400,SIMPANG DURIAN,1/1/1947,102.216249,3.099657651
NEGERI SEMBILAN,PPD KUALA PILAH,NBC1047,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA KUALA PILAH,瓜拉庇劳中华华小,KM 1 JALAN TAMPIN,72000,KUALA PILAH,19/10/1945,102.249288,2.734667
NEGERI SEMBILAN,PPD KUALA PILAH,NBC1048,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SENALING,新那灵中华华小,PEKAN SENALING,72000,KUALA PILAH,1/9/1946,102.253256,2.706088
NEGERI SEMBILAN,PPD KUALA PILAH,NBC1049,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TG IPOH,丹绒怡保中华华小,KM7 JALAN KUALA PILAH,71500,TANJONG IPOH,1/1/1951,102.1875966,2.739734303
NEGERI SEMBILAN,PPD KUALA PILAH,NBC1051,SEKOLAH JENIS KEBANGSAAN (CINA) YUK CHAI JOHOL,柔河育才华小,KM 23 JALAN TAMPIN,73100,JOHOL,1/1/1926,102.263153,2.597988
NEGERI SEMBILAN,PPD KUALA PILAH,NBC1052,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU BKT GELUGOR,武吉古鲁莪新村华小,KG. BARU BUKIT GELUGOR,72200,BATU KIKIR,1/1/1936,102.313592,2.802252
NEGERI SEMBILAN,PPD KUALA PILAH,NBC1053,SEKOLAH JENIS KEBANGSAAN (CINA) PEI CHUN DANGI,冷宜培群华小,PEKAN DANGI,73100,JOHOL,1/1/1927,102.3189864,2.644524634
NEGERI SEMBILAN,PPD KUALA PILAH,NBC1054,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU KEPIS,呷啤新村华小,"BATU 10, KEPIS",73100,JOHOL,1/1/1956,102.366,2.70559
NEGERI SEMBILAN,PPD KUALA PILAH,NBC1057,SEKOLAH JENIS KEBANGSAAN (CINA) YOKE HUA AIR MAWANG,亚依玛旺育华华小,KM 1 JALAN AIR MAWANG,73100,JOHOL,1/1/1959,102.2557964,2.558469349
NEGERI SEMBILAN,PPD KUALA PILAH,NBC1058,SEKOLAH JENIS KEBANGSAAN (CINA) YUK HUA JUASSEH,瓜西育华华小,JALAN KERETAPI LAMA JUASSEH,72500,JUASSEH,1/1/1934,102.298569,2.783249
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2016,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PORT DICKSON,波德申中华华小,"KM 1, JALAN SEREMBAN",71000,PORT DICKSON,30/6/1914,101.793,2.52909
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2017,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA LUKUT,芦骨中华华小,KM6 JALAN SEREMBAN,71010,LUKUT,1/1/1930,101.828618,2.561558
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2018,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA TELOK KEMANG,直落甘望中华公学,"BATU 7, JALAN PANTAI, TELOK KEMANG",71050,SI RUSA,1/1/1936,101.857,2.46183
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2019,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PASIR PANJANG,老港中华华小,JALAN BESAR PASIR PANJANG,71250,PASIR PANJANG,1/1/1915,101.933,2.42789
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2020,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG PIN,宁宜中平华小,"KM3, JALAN BESAR LINGGI",71150,LINGGI,15/7/1947,102.003578,2.494036
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2021,SEKOLAH JENIS KEBANGSAAN (CINA) YIK CHIAO,武吉不兰律益侨华小,PEKAN BUKIT PELANDOK,71960,PORT DICKSON,1/1/1940,101.743,2.64646
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2022,SEKOLAH JENIS KEBANGSAAN (CINA) CHUAH,波德申朱湖华小,WAKIL POS CHUAH,71960,PORT DICKSON,1/1/1932,101.753708,2.610236
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2023,SEKOLAH JENIS KEBANGSAAN (CINA) YIK HWA,船头育华华小,"KM 43, JALAN PORT DICKSON, PENGKALAN KEMPAS",71150,LINGGI,15/11/1923,102.016,2.44912
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2024,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU SG NIPAH,双溪立百新村华小,CHUAH,71960,PORT DICKSON,3/4/1964,101.746,2.62571
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2025,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU TANAH MERAH 'A',丹那美拉 A 新村华小,KM 25 JALAN PD KG BARU TANAH MERAH SITE A,71010,PORT DICKSON,1/1/1952,101.759,2.67784
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2026,SEKOLAH JENIS KEBANGSAAN (CINA) TANAH MERAH SITE C,丹那美拉 C 新村华小,KAMPUNG TANAH MERAH SITE C,71960,BKT PELANDOK,1/1/1955,101.803706,2.614089
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2028,SEKOLAH JENIS KEBANGSAAN (CINA) LADANG SUA BETONG,波德申苏密东华小,"KM 22 JLN LINGGI, LADANG SUA BETONG, SI RUSA",71000,PORT DICKSON,1/1/1960,101.91,2.5012
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2029,SEKOLAH JENIS KEBANGSAAN (CINA) ST LEONARDS,波德申圣斗纳园华小,LADANG PORT DICKSON LUKUT,71000,PORT DICKSON,7/8/1955,101.8332235,2.517110986
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2030,SEKOLAH JENIS KEBANGSAAN (CINA) LADANG SILIAU,西廖园华小,"KM 8 JALAN RANTAU, SILIAU",71100,SILIAU,1/1/1967,101.910956,2.578722
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2031,SEKOLAH JENIS KEBANGSAAN (CINA) BRADWALL,峇都依淡华小,KUALA LUKUT,71010,PORT DICKSON,19/4/1940,101.7999628,2.570828549
NEGERI SEMBILAN,PPD PORT DICKSON,NBC2033,SEKOLAH JENIS KEBANGSAAN (CINA) BANDAR SPRINGHILL,芦骨春泉镇华小,BANDAR SPRINGHILL,71010,LUKUT,9/9/1953,101.8598941,2.597881929
NEGERI SEMBILAN,PPD REMBAU,NBC3027,SEKOLAH JENIS KEBANGSAAN (CINA) YUK HUA REMBAU,林茂育华华小,JALAN DATO' ABDULLAH,71300,REMBAU,1/1/1925,102.0958856,2.5889661
NEGERI SEMBILAN,PPD REMBAU,NBC3028,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HWA PEDAS,不叻士培华华小,KM 0.5 JALAN KUNDOR,71400,PEDAS,20/4/1920,102.058158,2.616016108
NEGERI SEMBILAN,PPD REMBAU,NBC3029,SEKOLAH JENIS KEBANGSAAN (CINA) PEI TECK KOTA,高岛培德华小,KM 14 JALAN SEREMBAN TAMPIN,71350,KOTA,1/1/1958,102.1561174,2.521829367
